variable,availability
region,"Afghanistan-2013, Afghanistan-2014, Afghanistan-2016, Afghanistan-2017, Afghanistan-2018, Afghanistan-2019, Albania-2013, Albania-2016, Albania-2018, Algeria-2018, Angola-2018, Antigua and Barbuda-2016, Antigua and Barbuda-2018, Antigua and Barbuda-2022, Argentina-2013, Argentina-2016, Argentina-2018, Argentina-2022, Australia-2013, Australia-2016, Australia-2018, Austria-2014, Austria-2017, Bahamas-2016, Bahamas-2018, Bahamas-2022, Bangladesh-2013, Bangladesh-2016, Bangladesh-2018, Barbados-2016, Barbados-2018, Barbados-2022, Belarus-2012, Belarus-2014, Belgium-2013, Belgium-2016, Belgium-2018, Belize-2014, Belize-2017, Belize-2019, Belize-2021, Belize-2022, Benin-2018, Bolivia-2013, Bolivia-2016, Bolivia-2018, Bolivia-2022, Bosnia and Herzegovina-2012, Bosnia and Herzegovina-2014, Bosnia and Herzegovina-2017, Botswana-2012, Botswana-2016, Botswana-2018, Brazil-2011, Brazil-2014, Brazil-2017, Brazil-2022, Bulgaria-2013, Bulgaria-2016, Bulgaria-2018, Burkina Faso-2012, Burkina Faso-2014, Burkina Faso-2017, Cambodia-2011, Cambodia-2014, Cameroon-2013, Cameroon-2016, Cameroon-2018, Canada-2012, Canada-2014, Canada-2017, Chile-2011, Chile-2014, Chile-2017, China-2013, China-2016, China-2018, Colombia-2013, Colombia-2016, Colombia-2018, Colombia-2022, Congo, Dem. Rep.-2018, Congo, Rep.-2021, Costa Rica-2014, Costa Rica-2017, Costa Rica-2019, Costa Rica-2022, Cote d'Ivoire-2012, Cote d'Ivoire-2014, Cote d'Ivoire-2017, Croatia-2013, Croatia-2016, Croatia-2018, Cyprus-2021, Czech Republic-2011, Czech Republic-2014, Czech Republic-2017, Denmark-2012, Denmark-2014, Denmark-2017, Dominica-2016, Dominica-2018, Dominica-2022, Dominican Republic-2013, Dominican Republic-2016, Dominican Republic-2018, Dominican Republic-2022, Ecuador-2012, Ecuador-2014, Ecuador-2017, Ecuador-2022, Egypt-2012, Egypt-2014, Egypt-2017, El Salvador-2016, El Salvador-2018, El Salvador-2021, El Salvador-2022, Estonia-2011, Estonia-2014, Estonia-2017, Ethiopia-2011, Ethiopia-2014, Ethiopia-2017, Finland-2012, Finland-2014, Finland-2017, France-2013, France-2016, France-2018, Gabon-2022, Gambia-2019, Georgia-2012, Georgia-2014, Georgia-2017, Germany-2013, Germany-2016, Germany-2018, Ghana-2013, Ghana-2016, Ghana-2018, Greece-2012, Greece-2014, Greece-2017, Grenada-2016, Grenada-2018, Grenada-2022, Guatemala-2016, Guatemala-2018, Guatemala-2021, Guatemala-2022, Guinea-2018, Guyana-2016, Guyana-2018, Guyana-2022, Haiti-2021, Haiti-2022, Honduras-2014, Honduras-2017, Honduras-2019, Honduras-2021, Honduras-2022, Hong Kong SAR, China-2011, Hong Kong SAR, China-2014, Hong Kong SAR, China-2017, Hungary-2012, Hungary-2014, Hungary-2017, India-2013, India-2016, India-2018, Indonesia-2013, Indonesia-2014, Indonesia-2017, Iran-2013, Iran-2016, Iran-2018, Ireland-2021, Italy-2011, Italy-2014, Italy-2017, Jamaica-2011, Jamaica-2014, Jamaica-2017, Jamaica-2019, Jamaica-2022, Japan-2013, Japan-2016, Japan-2018, Jordan-2013, Jordan-2016, Jordan-2018, Kazakhstan-2013, Kazakhstan-2016, Kazakhstan-2017, Kenya-2013, Kenya-2016, Kenya-2018, Kosovo-2019, Kyrgyzstan-2013, Kyrgyzstan-2016, Kyrgyzstan-2018, Latvia-2021, Lebanon-2011, Lebanon-2014, Lebanon-2017, Liberia-2013, Liberia-2016, Liberia-2018, Lithuania-2021, Luxembourg-2021, Macedonia, FYR-2012, Macedonia, FYR-2014, Macedonia, FYR-2017, Madagascar-2012, Madagascar-2014, Madagascar-2017, Malawi-2012, Malawi-2014, Malawi-2017, Malaysia-2011, Malaysia-2014, Malaysia-2017, Mali-2018, Malta-2021, Mauritania-2018, Mauritius-2018, Mexico-2012, Mexico-2014, Mexico-2017, Moldova-2012, Moldova-2014, Moldova-2017, Mongolia-2012, Mongolia-2014, Mongolia-2017, Morocco-2013, Morocco-2017, Mozambique-2018, Myanmar-2013, Myanmar-2016, Myanmar-2018, Namibia-2018, Nepal-2012, Nepal-2014, Nepal-2017, Netherlands-2013, Netherlands-2016, Netherlands-2018, New Zealand-2011, New Zealand-2014, New Zealand-2017, Nicaragua-2014, Nicaragua-2017, Nicaragua-2019, Nicaragua-2022, Niger-2018, Nigeria-2013, Nigeria-2016, Nigeria-2018, Norway-2011, Norway-2014, Norway-2017, Pakistan-2013, Pakistan-2014, Pakistan-2016, Pakistan-2017, Pakistan-2019, Panama-2014, Panama-2017, Panama-2019, Panama-2021, Panama-2022, Paraguay-2021, Peru-2013, Peru-2016, Peru-2018, Peru-2022, Philippines-2013, Philippines-2016, Philippines-2018, Poland-2013, Poland-2016, Poland-2018, Portugal-2012, Portugal-2014, Portugal-2017, Republic of Korea-2013, Republic of Korea-2016, Republic of Korea-2018, Romania-2013, Romania-2016, Romania-2018, Russia-2013, Russia-2016, Russia-2018, Rwanda-2018, Senegal-2013, Senegal-2014, Senegal-2017, Serbia-2012, Serbia-2014, Serbia-2017, Sierra Leone-2012, Sierra Leone-2016, Sierra Leone-2018, Singapore-2012, Singapore-2014, Singapore-2017, Slovak Republic-2021, Slovenia-2012, Slovenia-2014, Slovenia-2017, South Africa-2012, South Africa-2016, South Africa-2018, Spain-2013, Spain-2016, Spain-2018, Sri Lanka-2012, Sri Lanka-2014, Sri Lanka-2017, St. Kitts and Nevis-2016, St. Kitts and Nevis-2018, St. Kitts and Nevis-2022, St. Lucia-2016, St. Lucia-2018, St. Lucia-2022, St. Vincent and the Grenadines-2016, St. Vincent and the Grenadines-2018, St. Vincent and the Grenadines-2022, Sudan-2021, Suriname-2016, Suriname-2018, Suriname-2022, Sweden-2013, Sweden-2016, Sweden-2018, Tanzania-2012, Tanzania-2016, Tanzania-2018, Thailand-2013, Thailand-2016, Thailand-2018, Togo-2018, Trinidad and Tobago-2016, Trinidad and Tobago-2018, Trinidad and Tobago-2022, Tunisia-2012, Tunisia-2014, Tunisia-2017, Turkey-2013, Turkey-2016, Turkey-2018, Uganda-2013, Uganda-2016, Uganda-2018, Ukraine-2013, Ukraine-2014, Ukraine-2017, United Arab Emirates-2011, United Arab Emirates-2014, United Kingdom-2013, United Kingdom-2016, United Kingdom-2017, United Kingdom-2018, United States-2013, United States-2014, United States-2016, United States-2017, United States-2018, United States-2021, Uruguay-2012, Uruguay-2016, Uruguay-2018, Uzbekistan-2012, Uzbekistan-2014, Uzbekistan-2018, Uzbekistan-2021, Venezuela-2013, Venezuela-2016, Venezuela-2018, Venezuela-2022, Vietnam-2011, Vietnam-2014, Vietnam-2017, Zambia-2012, Zambia-2014, Zambia-2017, Zimbabwe-2012, Zimbabwe-2016, Zimbabwe-2018"
income_group,"Afghanistan-2013, Afghanistan-2014, Afghanistan-2016, Afghanistan-2017, Afghanistan-2018, Afghanistan-2019, Albania-2013, Albania-2016, Albania-2018, Algeria-2018, Angola-2018, Antigua and Barbuda-2016, Antigua and Barbuda-2018, Antigua and Barbuda-2022, Argentina-2013, Argentina-2016, Argentina-2018, Argentina-2022, Australia-2013, Australia-2016, Australia-2018, Austria-2014, Austria-2017, Bahamas-2016, Bahamas-2018, Bahamas-2022, Bangladesh-2013, Bangladesh-2016, Bangladesh-2018, Barbados-2016, Barbados-2018, Barbados-2022, Belarus-2012, Belarus-2014, Belgium-2013, Belgium-2016, Belgium-2018, Belize-2014, Belize-2017, Belize-2019, Belize-2021, Belize-2022, Benin-2018, Bolivia-2013, Bolivia-2016, Bolivia-2018, Bolivia-2022, Bosnia and Herzegovina-2012, Bosnia and Herzegovina-2014, Bosnia and Herzegovina-2017, Botswana-2012, Botswana-2016, Botswana-2018, Brazil-2011, Brazil-2014, Brazil-2017, Brazil-2022, Bulgaria-2013, Bulgaria-2016, Bulgaria-2018, Burkina Faso-2012, Burkina Faso-2014, Burkina Faso-2017, Cambodia-2011, Cambodia-2014, Cameroon-2013, Cameroon-2016, Cameroon-2018, Canada-2012, Canada-2014, Canada-2017, Chile-2011, Chile-2014, Chile-2017, China-2013, China-2016, China-2018, Colombia-2013, Colombia-2016, Colombia-2018, Colombia-2022, Congo, Dem. Rep.-2018, Congo, Rep.-2021, Costa Rica-2014, Costa Rica-2017, Costa Rica-2019, Costa Rica-2022, Cote d'Ivoire-2012, Cote d'Ivoire-2014, Cote d'Ivoire-2017, Croatia-2013, Croatia-2016, Croatia-2018, Cyprus-2021, Czech Republic-2011, Czech Republic-2014, Czech Republic-2017, Denmark-2012, Denmark-2014, Denmark-2017, Dominica-2016, Dominica-2018, Dominica-2022, Dominican Republic-2013, Dominican Republic-2016, Dominican Republic-2018, Dominican Republic-2022, Ecuador-2012, Ecuador-2014, Ecuador-2017, Ecuador-2022, Egypt-2012, Egypt-2014, Egypt-2017, El Salvador-2016, El Salvador-2018, El Salvador-2021, El Salvador-2022, Estonia-2011, Estonia-2014, Estonia-2017, Ethiopia-2011, Ethiopia-2014, Ethiopia-2017, Finland-2012, Finland-2014, Finland-2017, France-2013, France-2016, France-2018, Gabon-2022, Gambia-2019, Georgia-2012, Georgia-2014, Georgia-2017, Germany-2013, Germany-2016, Germany-2018, Ghana-2013, Ghana-2016, Ghana-2018, Greece-2012, Greece-2014, Greece-2017, Grenada-2016, Grenada-2018, Grenada-2022, Guatemala-2016, Guatemala-2018, Guatemala-2021, Guatemala-2022, Guinea-2018, Guyana-2016, Guyana-2018, Guyana-2022, Haiti-2021, Haiti-2022, Honduras-2014, Honduras-2017, Honduras-2019, Honduras-2021, Honduras-2022, Hong Kong SAR, China-2011, Hong Kong SAR, China-2014, Hong Kong SAR, China-2017, Hungary-2012, Hungary-2014, Hungary-2017, India-2013, India-2016, India-2018, Indonesia-2013, Indonesia-2014, Indonesia-2017, Iran-2013, Iran-2016, Iran-2018, Ireland-2021, Italy-2011, Italy-2014, Italy-2017, Jamaica-2011, Jamaica-2014, Jamaica-2017, Jamaica-2019, Jamaica-2022, Japan-2013, Japan-2016, Japan-2018, Jordan-2013, Jordan-2016, Jordan-2018, Kazakhstan-2013, Kazakhstan-2016, Kazakhstan-2017, Kenya-2013, Kenya-2016, Kenya-2018, Kosovo-2019, Kyrgyzstan-2013, Kyrgyzstan-2016, Kyrgyzstan-2018, Latvia-2021, Lebanon-2011, Lebanon-2014, Lebanon-2017, Liberia-2013, Liberia-2016, Liberia-2018, Lithuania-2021, Luxembourg-2021, Macedonia, FYR-2012, Macedonia, FYR-2014, Macedonia, FYR-2017, Madagascar-2012, Madagascar-2014, Madagascar-2017, Malawi-2012, Malawi-2014, Malawi-2017, Malaysia-2011, Malaysia-2014, Malaysia-2017, Mali-2018, Malta-2021, Mauritania-2018, Mauritius-2018, Mexico-2012, Mexico-2014, Mexico-2017, Moldova-2012, Moldova-2014, Moldova-2017, Mongolia-2012, Mongolia-2014, Mongolia-2017, Morocco-2013, Morocco-2017, Mozambique-2018, Myanmar-2013, Myanmar-2016, Myanmar-2018, Namibia-2018, Nepal-2012, Nepal-2014, Nepal-2017, Netherlands-2013, Netherlands-2016, Netherlands-2018, New Zealand-2011, New Zealand-2014, New Zealand-2017, Nicaragua-2014, Nicaragua-2017, Nicaragua-2019, Nicaragua-2022, Niger-2018, Nigeria-2013, Nigeria-2016, Nigeria-2018, Norway-2011, Norway-2014, Norway-2017, Pakistan-2013, Pakistan-2014, Pakistan-2016, Pakistan-2017, Pakistan-2019, Panama-2014, Panama-2017, Panama-2019, Panama-2021, Panama-2022, Paraguay-2021, Peru-2013, Peru-2016, Peru-2018, Peru-2022, Philippines-2013, Philippines-2016, Philippines-2018, Poland-2013, Poland-2016, Poland-2018, Portugal-2012, Portugal-2014, Portugal-2017, Republic of Korea-2013, Republic of Korea-2016, Republic of Korea-2018, Romania-2013, Romania-2016, Romania-2018, Russia-2013, Russia-2016, Russia-2018, Rwanda-2018, Senegal-2013, Senegal-2014, Senegal-2017, Serbia-2012, Serbia-2014, Serbia-2017, Sierra Leone-2012, Sierra Leone-2016, Sierra Leone-2018, Singapore-2012, Singapore-2014, Singapore-2017, Slovak Republic-2021, Slovenia-2012, Slovenia-2014, Slovenia-2017, South Africa-2012, South Africa-2016, South Africa-2018, Spain-2013, Spain-2016, Spain-2018, Sri Lanka-2012, Sri Lanka-2014, Sri Lanka-2017, St. Kitts and Nevis-2016, St. Kitts and Nevis-2018, St. Kitts and Nevis-2022, St. Lucia-2016, St. Lucia-2018, St. Lucia-2022, St. Vincent and the Grenadines-2016, St. Vincent and the Grenadines-2018, St. Vincent and the Grenadines-2022, Sudan-2021, Suriname-2016, Suriname-2018, Suriname-2022, Sweden-2013, Sweden-2016, Sweden-2018, Tanzania-2012, Tanzania-2016, Tanzania-2018, Thailand-2013, Thailand-2016, Thailand-2018, Togo-2018, Trinidad and Tobago-2016, Trinidad and Tobago-2018, Trinidad and Tobago-2022, Tunisia-2012, Tunisia-2014, Tunisia-2017, Turkey-2013, Turkey-2016, Turkey-2018, Uganda-2013, Uganda-2016, Uganda-2018, Ukraine-2013, Ukraine-2014, Ukraine-2017, United Arab Emirates-2011, United Arab Emirates-2014, United Kingdom-2013, United Kingdom-2016, United Kingdom-2017, United Kingdom-2018, United States-2013, United States-2014, United States-2016, United States-2017, United States-2018, United States-2021, Uruguay-2012, Uruguay-2016, Uruguay-2018, Uzbekistan-2012, Uzbekistan-2014, Uzbekistan-2018, Uzbekistan-2021, Venezuela-2013, Venezuela-2016, Venezuela-2018, Venezuela-2022, Vietnam-2011, Vietnam-2014, Vietnam-2017, Zambia-2012, Zambia-2014, Zambia-2017, Zimbabwe-2012, Zimbabwe-2016, Zimbabwe-2018"
method,"Afghanistan-2013, Afghanistan-2014, Afghanistan-2016, Afghanistan-2017, Afghanistan-2018, Afghanistan-2019, Albania-2013, Albania-2016, Albania-2018, Algeria-2018, Angola-2018, Antigua and Barbuda-2016, Antigua and Barbuda-2018, Antigua and Barbuda-2022, Argentina-2013, Argentina-2016, Argentina-2018, Argentina-2022, Australia-2013, Australia-2016, Australia-2018, Austria-2014, Austria-2017, Bahamas-2016, Bahamas-2018, Bahamas-2022, Bangladesh-2013, Bangladesh-2016, Bangladesh-2018, Barbados-2016, Barbados-2018, Barbados-2022, Belarus-2012, Belarus-2014, Belgium-2013, Belgium-2016, Belgium-2018, Belize-2014, Belize-2017, Belize-2019, Belize-2021, Belize-2022, Benin-2018, Bolivia-2013, Bolivia-2016, Bolivia-2018, Bolivia-2022, Bosnia and Herzegovina-2012, Bosnia and Herzegovina-2014, Bosnia and Herzegovina-2017, Botswana-2012, Botswana-2016, Botswana-2018, Brazil-2011, Brazil-2014, Brazil-2017, Brazil-2022, Bulgaria-2013, Bulgaria-2016, Bulgaria-2018, Burkina Faso-2012, Burkina Faso-2014, Burkina Faso-2017, Cambodia-2011, Cambodia-2014, Cameroon-2013, Cameroon-2016, Cameroon-2018, Canada-2012, Canada-2014, Canada-2017, Chile-2011, Chile-2014, Chile-2017, China-2013, China-2016, China-2018, Colombia-2013, Colombia-2016, Colombia-2018, Colombia-2022, Congo, Dem. Rep.-2018, Congo, Rep.-2021, Costa Rica-2014, Costa Rica-2017, Costa Rica-2019, Costa Rica-2022, Cote d'Ivoire-2012, Cote d'Ivoire-2014, Cote d'Ivoire-2017, Croatia-2013, Croatia-2016, Croatia-2018, Cyprus-2021, Czech Republic-2011, Czech Republic-2014, Czech Republic-2017, Denmark-2012, Denmark-2014, Denmark-2017, Dominica-2016, Dominica-2018, Dominica-2022, Dominican Republic-2013, Dominican Republic-2016, Dominican Republic-2018, Dominican Republic-2022, Ecuador-2012, Ecuador-2014, Ecuador-2017, Ecuador-2022, Egypt-2012, Egypt-2014, Egypt-2017, El Salvador-2016, El Salvador-2018, El Salvador-2021, El Salvador-2022, Estonia-2011, Estonia-2014, Estonia-2017, Ethiopia-2011, Ethiopia-2014, Ethiopia-2017, Finland-2012, Finland-2014, Finland-2017, France-2013, France-2016, France-2018, Gabon-2022, Gambia-2019, Georgia-2012, Georgia-2014, Georgia-2017, Germany-2013, Germany-2016, Germany-2018, Ghana-2013, Ghana-2016, Ghana-2018, Greece-2012, Greece-2014, Greece-2017, Grenada-2016, Grenada-2018, Grenada-2022, Guatemala-2016, Guatemala-2018, Guatemala-2021, Guatemala-2022, Guinea-2018, Guyana-2016, Guyana-2018, Guyana-2022, Haiti-2021, Haiti-2022, Honduras-2014, Honduras-2017, Honduras-2019, Honduras-2021, Honduras-2022, Hong Kong SAR, China-2011, Hong Kong SAR, China-2014, Hong Kong SAR, China-2017, Hungary-2012, Hungary-2014, Hungary-2017, India-2013, India-2016, India-2018, Indonesia-2013, Indonesia-2014, Indonesia-2017, Iran-2013, Iran-2016, Iran-2018, Ireland-2021, Italy-2011, Italy-2014, Italy-2017, Jamaica-2011, Jamaica-2014, Jamaica-2017, Jamaica-2019, Jamaica-2022, Japan-2013, Japan-2016, Japan-2018, Jordan-2013, Jordan-2016, Jordan-2018, Kazakhstan-2013, Kazakhstan-2016, Kazakhstan-2017, Kenya-2013, Kenya-2016, Kenya-2018, Kosovo-2019, Kyrgyzstan-2013, Kyrgyzstan-2016, Kyrgyzstan-2018, Latvia-2021, Lebanon-2011, Lebanon-2014, Lebanon-2017, Liberia-2013, Liberia-2016, Liberia-2018, Lithuania-2021, Luxembourg-2021, Macedonia, FYR-2012, Macedonia, FYR-2014, Macedonia, FYR-2017, Madagascar-2012, Madagascar-2014, Madagascar-2017, Malawi-2012, Malawi-2014, Malawi-2017, Malaysia-2011, Malaysia-2014, Malaysia-2017, Mali-2018, Malta-2021, Mauritania-2018, Mauritius-2018, Mexico-2012, Mexico-2014, Mexico-2017, Moldova-2012, Moldova-2014, Moldova-2017, Mongolia-2012, Mongolia-2014, Mongolia-2017, Morocco-2013, Morocco-2017, Mozambique-2018, Myanmar-2013, Myanmar-2016, Myanmar-2018, Namibia-2018, Nepal-2012, Nepal-2014, Nepal-2017, Netherlands-2013, Netherlands-2016, Netherlands-2018, New Zealand-2011, New Zealand-2014, New Zealand-2017, Nicaragua-2014, Nicaragua-2017, Nicaragua-2019, Nicaragua-2022, Niger-2018, Nigeria-2013, Nigeria-2016, Nigeria-2018, Norway-2011, Norway-2014, Norway-2017, Pakistan-2013, Pakistan-2014, Pakistan-2016, Pakistan-2017, Pakistan-2019, Panama-2014, Panama-2017, Panama-2019, Panama-2021, Panama-2022, Paraguay-2021, Peru-2013, Peru-2016, Peru-2018, Peru-2022, Philippines-2013, Philippines-2016, Philippines-2018, Poland-2013, Poland-2016, Poland-2018, Portugal-2012, Portugal-2014, Portugal-2017, Republic of Korea-2013, Republic of Korea-2016, Republic of Korea-2018, Romania-2013, Romania-2016, Romania-2018, Russia-2013, Russia-2016, Russia-2018, Rwanda-2018, Senegal-2013, Senegal-2014, Senegal-2017, Serbia-2012, Serbia-2014, Serbia-2017, Sierra Leone-2012, Sierra Leone-2016, Sierra Leone-2018, Singapore-2012, Singapore-2014, Singapore-2017, Slovak Republic-2021, Slovenia-2012, Slovenia-2014, Slovenia-2017, South Africa-2012, South Africa-2016, South Africa-2018, Spain-2013, Spain-2016, Spain-2018, Sri Lanka-2012, Sri Lanka-2014, Sri Lanka-2017, St. Kitts and Nevis-2016, St. Kitts and Nevis-2018, St. Kitts and Nevis-2022, St. Lucia-2016, St. Lucia-2018, St. Lucia-2022, St. Vincent and the Grenadines-2016, St. Vincent and the Grenadines-2018, St. Vincent and the Grenadines-2022, Sudan-2021, Suriname-2016, Suriname-2018, Suriname-2022, Sweden-2013, Sweden-2016, Sweden-2018, Tanzania-2012, Tanzania-2016, Tanzania-2018, Thailand-2013, Thailand-2016, Thailand-2018, Togo-2018, Trinidad and Tobago-2016, Trinidad and Tobago-2018, Trinidad and Tobago-2022, Tunisia-2012, Tunisia-2014, Tunisia-2017, Turkey-2013, Turkey-2016, Turkey-2018, Uganda-2013, Uganda-2016, Uganda-2018, Ukraine-2013, Ukraine-2014, Ukraine-2017, United Arab Emirates-2011, United Arab Emirates-2014, United Kingdom-2013, United Kingdom-2016, United Kingdom-2017, United Kingdom-2018, United States-2013, United States-2014, United States-2016, United States-2017, United States-2018, United States-2021, Uruguay-2012, Uruguay-2016, Uruguay-2018, Uzbekistan-2012, Uzbekistan-2014, Uzbekistan-2018, Uzbekistan-2021, Venezuela-2013, Venezuela-2016, Venezuela-2018, Venezuela-2022, Vietnam-2011, Vietnam-2014, Vietnam-2017, Zambia-2012, Zambia-2014, Zambia-2017, Zimbabwe-2012, Zimbabwe-2016, Zimbabwe-2018"
gend,"Afghanistan-2013, Afghanistan-2014, Afghanistan-2016, Afghanistan-2017, Afghanistan-2018, Afghanistan-2019, Albania-2013, Albania-2016, Albania-2018, Algeria-2018, Angola-2018, Antigua and Barbuda-2016, Antigua and Barbuda-2018, Antigua and Barbuda-2022, Argentina-2013, Argentina-2016, Argentina-2018, Argentina-2022, Australia-2013, Australia-2016, Australia-2018, Austria-2014, Austria-2017, Bahamas-2016, Bahamas-2018, Bahamas-2022, Bangladesh-2013, Bangladesh-2016, Bangladesh-2018, Barbados-2016, Barbados-2018, Barbados-2022, Belarus-2012, Belarus-2014, Belgium-2013, Belgium-2016, Belgium-2018, Belize-2014, Belize-2017, Belize-2019, Belize-2021, Belize-2022, Benin-2018, Bolivia-2013, Bolivia-2016, Bolivia-2018, Bolivia-2022, Bosnia and Herzegovina-2012, Bosnia and Herzegovina-2014, Bosnia and Herzegovina-2017, Botswana-2012, Botswana-2016, Botswana-2018, Brazil-2011, Brazil-2014, Brazil-2017, Brazil-2022, Bulgaria-2013, Bulgaria-2016, Bulgaria-2018, Burkina Faso-2012, Burkina Faso-2014, Burkina Faso-2017, Cambodia-2011, Cambodia-2014, Cameroon-2013, Cameroon-2016, Cameroon-2018, Canada-2012, Canada-2014, Canada-2017, Chile-2011, Chile-2014, Chile-2017, China-2013, China-2016, China-2018, Colombia-2013, Colombia-2016, Colombia-2018, Colombia-2022, Congo, Dem. Rep.-2018, Congo, Rep.-2021, Costa Rica-2014, Costa Rica-2017, Costa Rica-2019, Costa Rica-2022, Cote d'Ivoire-2012, Cote d'Ivoire-2014, Cote d'Ivoire-2017, Croatia-2013, Croatia-2016, Croatia-2018, Cyprus-2021, Czech Republic-2011, Czech Republic-2014, Czech Republic-2017, Denmark-2012, Denmark-2014, Denmark-2017, Dominica-2016, Dominica-2018, Dominica-2022, Dominican Republic-2013, Dominican Republic-2016, Dominican Republic-2018, Dominican Republic-2022, Ecuador-2012, Ecuador-2014, Ecuador-2017, Ecuador-2022, Egypt-2012, Egypt-2014, Egypt-2017, El Salvador-2016, El Salvador-2018, El Salvador-2021, El Salvador-2022, Estonia-2011, Estonia-2014, Estonia-2017, Ethiopia-2011, Ethiopia-2014, Ethiopia-2017, Finland-2012, Finland-2014, Finland-2017, France-2013, France-2016, France-2018, Gabon-2022, Gambia-2019, Georgia-2012, Georgia-2014, Georgia-2017, Germany-2013, Germany-2016, Germany-2018, Ghana-2013, Ghana-2016, Ghana-2018, Greece-2012, Greece-2014, Greece-2017, Grenada-2016, Grenada-2018, Grenada-2022, Guatemala-2016, Guatemala-2018, Guatemala-2021, Guatemala-2022, Guinea-2018, Guyana-2016, Guyana-2018, Guyana-2022, Haiti-2021, Haiti-2022, Honduras-2014, Honduras-2017, Honduras-2019, Honduras-2021, Honduras-2022, Hong Kong SAR, China-2011, Hong Kong SAR, China-2014, Hong Kong SAR, China-2017, Hungary-2012, Hungary-2014, Hungary-2017, India-2013, India-2016, India-2018, Indonesia-2013, Indonesia-2014, Indonesia-2017, Iran-2013, Iran-2016, Iran-2018, Ireland-2021, Italy-2011, Italy-2014, Italy-2017, Jamaica-2011, Jamaica-2014, Jamaica-2017, Jamaica-2019, Jamaica-2022, Japan-2013, Japan-2016, Japan-2018, Jordan-2013, Jordan-2016, Jordan-2018, Kazakhstan-2013, Kazakhstan-2016, Kazakhstan-2017, Kenya-2013, Kenya-2016, Kenya-2018, Kosovo-2019, Kyrgyzstan-2013, Kyrgyzstan-2016, Kyrgyzstan-2018, Latvia-2021, Lebanon-2011, Lebanon-2014, Lebanon-2017, Liberia-2013, Liberia-2016, Liberia-2018, Lithuania-2021, Luxembourg-2021, Macedonia, FYR-2012, Macedonia, FYR-2014, Macedonia, FYR-2017, Madagascar-2012, Madagascar-2014, Madagascar-2017, Malawi-2012, Malawi-2014, Malawi-2017, Malaysia-2011, Malaysia-2014, Malaysia-2017, Mali-2018, Malta-2021, Mauritania-2018, Mauritius-2018, Mexico-2012, Mexico-2014, Mexico-2017, Moldova-2012, Moldova-2014, Moldova-2017, Mongolia-2012, Mongolia-2014, Mongolia-2017, Morocco-2013, Morocco-2017, Mozambique-2018, Myanmar-2013, Myanmar-2016, Myanmar-2018, Namibia-2018, Nepal-2012, Nepal-2014, Nepal-2017, Netherlands-2013, Netherlands-2016, Netherlands-2018, New Zealand-2011, New Zealand-2014, New Zealand-2017, Nicaragua-2014, Nicaragua-2017, Nicaragua-2019, Nicaragua-2022, Niger-2018, Nigeria-2013, Nigeria-2016, Nigeria-2018, Norway-2011, Norway-2014, Norway-2017, Pakistan-2013, Pakistan-2014, Pakistan-2016, Pakistan-2017, Pakistan-2019, Panama-2014, Panama-2017, Panama-2019, Panama-2021, Panama-2022, Paraguay-2021, Peru-2013, Peru-2016, Peru-2018, Peru-2022, Philippines-2013, Philippines-2016, Philippines-2018, Poland-2013, Poland-2016, Poland-2018, Portugal-2012, Portugal-2014, Portugal-2017, Republic of Korea-2013, Republic of Korea-2016, Republic of Korea-2018, Romania-2013, Romania-2016, Romania-2018, Russia-2013, Russia-2016, Russia-2018, Rwanda-2018, Senegal-2013, Senegal-2014, Senegal-2017, Serbia-2012, Serbia-2014, Serbia-2017, Sierra Leone-2012, Sierra Leone-2016, Sierra Leone-2018, Singapore-2012, Singapore-2014, Singapore-2017, Slovak Republic-2021, Slovenia-2012, Slovenia-2014, Slovenia-2017, South Africa-2012, South Africa-2016, South Africa-2018, Spain-2013, Spain-2016, Spain-2018, Sri Lanka-2012, Sri Lanka-2014, Sri Lanka-2017, St. Kitts and Nevis-2016, St. Kitts and Nevis-2018, St. Kitts and Nevis-2022, St. Lucia-2016, St. Lucia-2018, St. Lucia-2022, St. Vincent and the Grenadines-2016, St. Vincent and the Grenadines-2018, St. Vincent and the Grenadines-2022, Suriname-2016, Suriname-2018, Suriname-2022, Sweden-2013, Sweden-2016, Sweden-2018, Tanzania-2012, Tanzania-2016, Tanzania-2018, Thailand-2013, Thailand-2016, Thailand-2018, Togo-2018, Trinidad and Tobago-2016, Trinidad and Tobago-2018, Trinidad and Tobago-2022, Tunisia-2012, Tunisia-2014, Tunisia-2017, Turkey-2013, Turkey-2016, Turkey-2018, Uganda-2013, Uganda-2016, Uganda-2018, Ukraine-2013, Ukraine-2014, Ukraine-2017, United Arab Emirates-2011, United Arab Emirates-2014, United Kingdom-2013, United Kingdom-2016, United Kingdom-2017, United Kingdom-2018, United States-2013, United States-2014, United States-2016, United States-2017, United States-2018, United States-2021, Uruguay-2012, Uruguay-2016, Uruguay-2018, Uzbekistan-2012, Uzbekistan-2014, Uzbekistan-2018, Uzbekistan-2021, Venezuela-2013, Venezuela-2016, Venezuela-2018, Venezuela-2022, Vietnam-2011, Vietnam-2014, Vietnam-2017, Zambia-2012, Zambia-2014, Zambia-2017, Zimbabwe-2012, Zimbabwe-2016, Zimbabwe-2018"
